event_id,strip,depth_index,depth_inches,irrigation_start,irrigation_end,plot_start,plot_end,event_duration_hours,gallons_strip,avg_flow_gph_strip,output_file,status
2024-10-04_S3_S4_bf53dc9a,S3,2,12,2024-10-04 11:55:00,2024-10-04 18:02:00,2024-10-03 23:55:00,2024-10-05 17:55:00,6.1167,47200.0,7716.6213,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-10-04_1155_S3_12in_locations_event_2024-10-04_S3_S4_bf53dc9a.png,written
2024-10-18_S3_S4_e3314155,S3,2,12,2024-10-18 09:34:00,2024-10-18 17:17:00,2024-10-17 21:34:00,2024-10-19 15:34:00,7.7167,53550.0,6939.5248,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-10-18_0934_S3_12in_locations_event_2024-10-18_S3_S4_e3314155.png,written
2024-04-19_S3_S4_c5bf8374,S4,2,12,2024-04-19 14:14:00,2024-04-19 21:33:00,2024-04-19 02:14:00,2024-04-20 20:14:00,7.3167,54875.0,7500.0,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-04-19_1414_S4_12in_locations_event_2024-04-19_S3_S4_c5bf8374.png,written
2024-05-03_S3_S4_13e4749a,S4,2,12,2024-05-03 08:37:00,2024-05-03 15:28:00,2024-05-02 20:37:00,2024-05-04 14:37:00,6.85,44600.0,6510.9489,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-05-03_0837_S4_12in_locations_event_2024-05-03_S3_S4_13e4749a.png,written
2024-05-17_S3_S4_09c73fc7,S4,2,12,2024-05-17 13:31:00,2024-05-17 19:09:00,2024-05-17 01:31:00,2024-05-18 19:31:00,5.6333,47550.0,8440.8284,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-05-17_1331_S4_12in_locations_event_2024-05-17_S3_S4_09c73fc7.png,written
2024-06-01_S3_S4_0880f850,S4,2,12,2024-06-01 08:29:00,2024-06-01 17:57:00,2024-05-31 20:29:00,2024-06-02 14:29:00,9.4667,61450.0,6491.1972,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-06-01_0829_S4_12in_locations_event_2024-06-01_S3_S4_0880f850.png,written
2024-06-15_S3_S4_b6aa9839,S4,2,12,2024-06-15 07:29:00,2024-06-15 16:13:00,2024-06-14 19:29:00,2024-06-16 13:29:00,8.7333,52500.0,6011.4504,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-06-15_0729_S4_12in_locations_event_2024-06-15_S3_S4_b6aa9839.png,written
2024-06-28_S3_S4_14b9d993,S4,2,12,2024-06-28 08:19:00,2024-06-28 14:44:00,2024-06-27 20:19:00,2024-06-29 14:19:00,6.4167,39650.0,6179.2208,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-06-28_0819_S4_12in_locations_event_2024-06-28_S3_S4_14b9d993.png,written
2024-07-11_S3_S4_d29231ea,S4,2,12,2024-07-11 10:01:00,2024-07-11 17:39:00,2024-07-10 22:01:00,2024-07-12 16:01:00,7.6333,46550.0,6098.2533,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-07-11_1001_S4_12in_locations_event_2024-07-11_S3_S4_d29231ea.png,written
2024-07-26_S3_S4_fd133a4c,S4,2,12,2024-07-26 19:02:00,2024-07-27 07:21:00,2024-07-26 07:02:00,2024-07-28 01:02:00,12.3167,71850.0,5833.5589,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-07-26_1902_S4_12in_locations_event_2024-07-26_S3_S4_fd133a4c.png,written
2024-08-09_S3_S4_fd100e26,S4,2,12,2024-08-09 08:45:00,2024-08-09 15:50:00,2024-08-08 20:45:00,2024-08-10 14:45:00,7.0833,46900.0,6621.1765,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-08-09_0845_S4_12in_locations_event_2024-08-09_S3_S4_fd100e26.png,written
2024-08-23_S3_S4_0b64e5f5,S4,2,12,2024-08-23 09:32:00,2024-08-23 15:04:00,2024-08-22 21:32:00,2024-08-24 15:32:00,5.5333,30150.0,5448.7952,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-08-23_0932_S4_12in_locations_event_2024-08-23_S3_S4_0b64e5f5.png,written
2024-09-06_S3_S4_9e0ce675,S4,2,12,2024-09-06 09:33:00,2024-09-06 16:29:00,2024-09-05 21:33:00,2024-09-07 15:33:00,6.9333,48950.0,7060.0962,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-09-06_0933_S4_12in_locations_event_2024-09-06_S3_S4_9e0ce675.png,written
2024-09-20_S3_S4_032d9e33,S4,2,12,2024-09-20 14:27:00,2024-09-20 17:52:00,2024-09-20 02:27:00,2024-09-21 20:27:00,3.4167,16450.0,4814.6341,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-09-20_1427_S4_12in_locations_event_2024-09-20_S3_S4_032d9e33.png,written
2024-10-04_S3_S4_bf53dc9a,S4,2,12,2024-10-04 11:55:00,2024-10-04 18:02:00,2024-10-03 23:55:00,2024-10-05 17:55:00,6.1167,47200.0,7716.6213,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-10-04_1155_S4_12in_locations_event_2024-10-04_S3_S4_bf53dc9a.png,written
2024-10-18_S3_S4_e3314155,S4,2,12,2024-10-18 09:34:00,2024-10-18 17:17:00,2024-10-17 21:34:00,2024-10-19 15:34:00,7.7167,53550.0,6939.5248,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/12in/2024-10-18_0934_S4_12in_locations_event_2024-10-18_S3_S4_e3314155.png,written
2024-04-20_S1_S2_5f2fb725,S1,3,18,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,7.7167,62950.0,8157.6674,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-04-20_1011_S1_18in_locations_event_2024-04-20_S1_S2_5f2fb725.png,written
2024-05-11_S1_S2_4c1cd284,S1,3,18,2024-05-11 06:55:00,2024-05-11 16:18:00,2024-05-10 18:55:00,2024-05-12 12:55:00,9.3833,66500.0,7087.0337,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-05-11_0655_S1_18in_locations_event_2024-05-11_S1_S2_4c1cd284.png,written
2024-06-01_S1_S2_ef46e32f,S1,3,18,2024-06-01 18:05:00,2024-06-02 07:46:00,2024-06-01 06:05:00,2024-06-03 00:05:00,13.6833,81250.0,5937.8806,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-06-01_1805_S1_18in_locations_event_2024-06-01_S1_S2_ef46e32f.png,written
2024-06-22_S1_S2_e95bd875,S1,3,18,2024-06-22 08:00:00,2024-06-22 15:49:00,2024-06-21 20:00:00,2024-06-23 14:00:00,7.8167,47100.0,6025.5864,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-06-22_0800_S1_18in_locations_event_2024-06-22_S1_S2_e95bd875.png,written
2024-07-20_S1_S2_6d735351,S1,3,18,2024-07-20 08:54:00,2024-07-20 17:43:00,2024-07-19 20:54:00,2024-07-21 14:54:00,8.8167,55550.0,6300.5671,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-07-20_0854_S1_18in_locations_event_2024-07-20_S1_S2_6d735351.png,written
2024-08-10_S1_S2_de427086,S1,3,18,2024-08-10 08:50:00,2024-08-10 20:38:00,2024-08-09 20:50:00,2024-08-11 14:50:00,11.8,84700.0,7177.9661,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-08-10_0850_S1_18in_locations_event_2024-08-10_S1_S2_de427086.png,written
2024-09-07_S1_S2_b15b9a0a,S1,3,18,2024-09-07 08:23:00,2024-09-07 16:16:00,2024-09-06 20:23:00,2024-09-08 14:23:00,7.8833,53000.0,6723.0444,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-09-07_0823_S1_18in_locations_event_2024-09-07_S1_S2_b15b9a0a.png,written
2024-04-20_S1_S2_5f2fb725,S2,3,18,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,7.7167,62950.0,8157.6674,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-04-20_1011_S2_18in_locations_event_2024-04-20_S1_S2_5f2fb725.png,written
2024-05-11_S1_S2_4c1cd284,S2,3,18,2024-05-11 06:55:00,2024-05-11 16:18:00,2024-05-10 18:55:00,2024-05-12 12:55:00,9.3833,66500.0,7087.0337,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-05-11_0655_S2_18in_locations_event_2024-05-11_S1_S2_4c1cd284.png,written
2024-06-01_S1_S2_ef46e32f,S2,3,18,2024-06-01 18:05:00,2024-06-02 07:46:00,2024-06-01 06:05:00,2024-06-03 00:05:00,13.6833,81250.0,5937.8806,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-06-01_1805_S2_18in_locations_event_2024-06-01_S1_S2_ef46e32f.png,written
2024-06-22_S1_S2_e95bd875,S2,3,18,2024-06-22 08:00:00,2024-06-22 15:49:00,2024-06-21 20:00:00,2024-06-23 14:00:00,7.8167,47100.0,6025.5864,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-06-22_0800_S2_18in_locations_event_2024-06-22_S1_S2_e95bd875.png,written
2024-07-20_S1_S2_6d735351,S2,3,18,2024-07-20 08:54:00,2024-07-20 17:43:00,2024-07-19 20:54:00,2024-07-21 14:54:00,8.8167,55550.0,6300.5671,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-07-20_0854_S2_18in_locations_event_2024-07-20_S1_S2_6d735351.png,written
2024-08-10_S1_S2_de427086,S2,3,18,2024-08-10 08:50:00,2024-08-10 20:38:00,2024-08-09 20:50:00,2024-08-11 14:50:00,11.8,84700.0,7177.9661,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-08-10_0850_S2_18in_locations_event_2024-08-10_S1_S2_de427086.png,written
2024-09-07_S1_S2_b15b9a0a,S2,3,18,2024-09-07 08:23:00,2024-09-07 16:16:00,2024-09-06 20:23:00,2024-09-08 14:23:00,7.8833,53000.0,6723.0444,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-09-07_0823_S2_18in_locations_event_2024-09-07_S1_S2_b15b9a0a.png,written
2024-04-19_S3_S4_c5bf8374,S3,3,18,2024-04-19 14:14:00,2024-04-19 21:33:00,2024-04-19 02:14:00,2024-04-20 20:14:00,7.3167,54875.0,7500.0,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-04-19_1414_S3_18in_locations_event_2024-04-19_S3_S4_c5bf8374.png,written
2024-05-03_S3_S4_13e4749a,S3,3,18,2024-05-03 08:37:00,2024-05-03 15:28:00,2024-05-02 20:37:00,2024-05-04 14:37:00,6.85,44600.0,6510.9489,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-05-03_0837_S3_18in_locations_event_2024-05-03_S3_S4_13e4749a.png,written
2024-05-17_S3_S4_09c73fc7,S3,3,18,2024-05-17 13:31:00,2024-05-17 19:09:00,2024-05-17 01:31:00,2024-05-18 19:31:00,5.6333,47550.0,8440.8284,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-05-17_1331_S3_18in_locations_event_2024-05-17_S3_S4_09c73fc7.png,written
2024-06-01_S3_S4_0880f850,S3,3,18,2024-06-01 08:29:00,2024-06-01 17:57:00,2024-05-31 20:29:00,2024-06-02 14:29:00,9.4667,61450.0,6491.1972,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-06-01_0829_S3_18in_locations_event_2024-06-01_S3_S4_0880f850.png,written
2024-06-15_S3_S4_b6aa9839,S3,3,18,2024-06-15 07:29:00,2024-06-15 16:13:00,2024-06-14 19:29:00,2024-06-16 13:29:00,8.7333,52500.0,6011.4504,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-06-15_0729_S3_18in_locations_event_2024-06-15_S3_S4_b6aa9839.png,written
2024-06-28_S3_S4_14b9d993,S3,3,18,2024-06-28 08:19:00,2024-06-28 14:44:00,2024-06-27 20:19:00,2024-06-29 14:19:00,6.4167,39650.0,6179.2208,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-06-28_0819_S3_18in_locations_event_2024-06-28_S3_S4_14b9d993.png,written
2024-07-11_S3_S4_d29231ea,S3,3,18,2024-07-11 10:01:00,2024-07-11 17:39:00,2024-07-10 22:01:00,2024-07-12 16:01:00,7.6333,46550.0,6098.2533,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-07-11_1001_S3_18in_locations_event_2024-07-11_S3_S4_d29231ea.png,written
2024-07-26_S3_S4_fd133a4c,S3,3,18,2024-07-26 19:02:00,2024-07-27 07:21:00,2024-07-26 07:02:00,2024-07-28 01:02:00,12.3167,71850.0,5833.5589,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-07-26_1902_S3_18in_locations_event_2024-07-26_S3_S4_fd133a4c.png,written
2024-08-09_S3_S4_fd100e26,S3,3,18,2024-08-09 08:45:00,2024-08-09 15:50:00,2024-08-08 20:45:00,2024-08-10 14:45:00,7.0833,46900.0,6621.1765,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-08-09_0845_S3_18in_locations_event_2024-08-09_S3_S4_fd100e26.png,written
2024-08-23_S3_S4_0b64e5f5,S3,3,18,2024-08-23 09:32:00,2024-08-23 15:04:00,2024-08-22 21:32:00,2024-08-24 15:32:00,5.5333,30150.0,5448.7952,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-08-23_0932_S3_18in_locations_event_2024-08-23_S3_S4_0b64e5f5.png,written
2024-09-06_S3_S4_9e0ce675,S3,3,18,2024-09-06 09:33:00,2024-09-06 16:29:00,2024-09-05 21:33:00,2024-09-07 15:33:00,6.9333,48950.0,7060.0962,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-09-06_0933_S3_18in_locations_event_2024-09-06_S3_S4_9e0ce675.png,written
2024-09-20_S3_S4_032d9e33,S3,3,18,2024-09-20 14:27:00,2024-09-20 17:52:00,2024-09-20 02:27:00,2024-09-21 20:27:00,3.4167,16450.0,4814.6341,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-09-20_1427_S3_18in_locations_event_2024-09-20_S3_S4_032d9e33.png,written
2024-10-04_S3_S4_bf53dc9a,S3,3,18,2024-10-04 11:55:00,2024-10-04 18:02:00,2024-10-03 23:55:00,2024-10-05 17:55:00,6.1167,47200.0,7716.6213,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-10-04_1155_S3_18in_locations_event_2024-10-04_S3_S4_bf53dc9a.png,written
2024-10-18_S3_S4_e3314155,S3,3,18,2024-10-18 09:34:00,2024-10-18 17:17:00,2024-10-17 21:34:00,2024-10-19 15:34:00,7.7167,53550.0,6939.5248,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-10-18_0934_S3_18in_locations_event_2024-10-18_S3_S4_e3314155.png,written
2024-04-19_S3_S4_c5bf8374,S4,3,18,2024-04-19 14:14:00,2024-04-19 21:33:00,2024-04-19 02:14:00,2024-04-20 20:14:00,7.3167,54875.0,7500.0,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-04-19_1414_S4_18in_locations_event_2024-04-19_S3_S4_c5bf8374.png,written
2024-05-03_S3_S4_13e4749a,S4,3,18,2024-05-03 08:37:00,2024-05-03 15:28:00,2024-05-02 20:37:00,2024-05-04 14:37:00,6.85,44600.0,6510.9489,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-05-03_0837_S4_18in_locations_event_2024-05-03_S3_S4_13e4749a.png,written
2024-05-17_S3_S4_09c73fc7,S4,3,18,2024-05-17 13:31:00,2024-05-17 19:09:00,2024-05-17 01:31:00,2024-05-18 19:31:00,5.6333,47550.0,8440.8284,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-05-17_1331_S4_18in_locations_event_2024-05-17_S3_S4_09c73fc7.png,written
2024-06-01_S3_S4_0880f850,S4,3,18,2024-06-01 08:29:00,2024-06-01 17:57:00,2024-05-31 20:29:00,2024-06-02 14:29:00,9.4667,61450.0,6491.1972,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-06-01_0829_S4_18in_locations_event_2024-06-01_S3_S4_0880f850.png,written
2024-06-15_S3_S4_b6aa9839,S4,3,18,2024-06-15 07:29:00,2024-06-15 16:13:00,2024-06-14 19:29:00,2024-06-16 13:29:00,8.7333,52500.0,6011.4504,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-06-15_0729_S4_18in_locations_event_2024-06-15_S3_S4_b6aa9839.png,written
2024-06-28_S3_S4_14b9d993,S4,3,18,2024-06-28 08:19:00,2024-06-28 14:44:00,2024-06-27 20:19:00,2024-06-29 14:19:00,6.4167,39650.0,6179.2208,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-06-28_0819_S4_18in_locations_event_2024-06-28_S3_S4_14b9d993.png,written
2024-07-11_S3_S4_d29231ea,S4,3,18,2024-07-11 10:01:00,2024-07-11 17:39:00,2024-07-10 22:01:00,2024-07-12 16:01:00,7.6333,46550.0,6098.2533,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-07-11_1001_S4_18in_locations_event_2024-07-11_S3_S4_d29231ea.png,written
2024-07-26_S3_S4_fd133a4c,S4,3,18,2024-07-26 19:02:00,2024-07-27 07:21:00,2024-07-26 07:02:00,2024-07-28 01:02:00,12.3167,71850.0,5833.5589,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-07-26_1902_S4_18in_locations_event_2024-07-26_S3_S4_fd133a4c.png,written
2024-08-09_S3_S4_fd100e26,S4,3,18,2024-08-09 08:45:00,2024-08-09 15:50:00,2024-08-08 20:45:00,2024-08-10 14:45:00,7.0833,46900.0,6621.1765,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-08-09_0845_S4_18in_locations_event_2024-08-09_S3_S4_fd100e26.png,written
2024-08-23_S3_S4_0b64e5f5,S4,3,18,2024-08-23 09:32:00,2024-08-23 15:04:00,2024-08-22 21:32:00,2024-08-24 15:32:00,5.5333,30150.0,5448.7952,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-08-23_0932_S4_18in_locations_event_2024-08-23_S3_S4_0b64e5f5.png,written
2024-09-06_S3_S4_9e0ce675,S4,3,18,2024-09-06 09:33:00,2024-09-06 16:29:00,2024-09-05 21:33:00,2024-09-07 15:33:00,6.9333,48950.0,7060.0962,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-09-06_0933_S4_18in_locations_event_2024-09-06_S3_S4_9e0ce675.png,written
2024-09-20_S3_S4_032d9e33,S4,3,18,2024-09-20 14:27:00,2024-09-20 17:52:00,2024-09-20 02:27:00,2024-09-21 20:27:00,3.4167,16450.0,4814.6341,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-09-20_1427_S4_18in_locations_event_2024-09-20_S3_S4_032d9e33.png,written
2024-10-04_S3_S4_bf53dc9a,S4,3,18,2024-10-04 11:55:00,2024-10-04 18:02:00,2024-10-03 23:55:00,2024-10-05 17:55:00,6.1167,47200.0,7716.6213,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-10-04_1155_S4_18in_locations_event_2024-10-04_S3_S4_bf53dc9a.png,written
2024-10-18_S3_S4_e3314155,S4,3,18,2024-10-18 09:34:00,2024-10-18 17:17:00,2024-10-17 21:34:00,2024-10-19 15:34:00,7.7167,53550.0,6939.5248,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/analysis/figures/event_multilocation/18in/2024-10-18_0934_S4_18in_locations_event_2024-10-18_S3_S4_e3314155.png,written
